Semester Description,Program Start Date,Program Tuition Fee,Program Title,Primary Contact City
SAA 2024,2024-07-15,586.0,"SAA - Young Artists Ages 9-10, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",Dix hills
Spring 2024,2024-06-12,20.0,Acrylics Workshop with Jim Minet of HK Holbein Artist Materials Wednesday 6/12 6-8pm| Spring 2024,EAST NORTHPORT
Spring 2024,2024-06-12,20.0,Acrylics Workshop with Jim Minet of HK Holbein Artist Materials Wednesday 6/12 6-8pm| Spring 2024,EAST NORTHPORT
Summer 2024,2024-07-06,536.0,Atelier Drawing and Painting with Bill Graf | Saturdays 9:30am-12:30pm | 7/6-8/24 | Summer 2024,Dix Hills
Spring 2024,2024-06-12,20.0,Acrylics Workshop with Jim Minet of HK Holbein Artist Materials Wednesday 6/12 6-8pm| Spring 2024,Huntington
Spring 2024,2024-06-12,20.0,Acrylics Workshop with Jim Minet of HK Holbein Artist Materials Wednesday 6/12 6-8pm| Spring 2024,Hempstead
Spring 2024,2024-06-26,0.0,Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel | 6/26 | 7pm-9pm | Spring 2024,East Setauket
Spring 2024,2024-06-26,0.0,Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel | 6/26 | 7pm-9pm | Spring 2024,East Setauket
Spring 2024,2024-06-12,20.0,Acrylics Workshop with Jim Minet of HK Holbein Artist Materials Wednesday 6/12 6-8pm| Spring 2024,Bayshore
Spring 2024,2024-06-26,0.0,Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel | 6/26 | 7pm-9pm | Spring 2024,North Babylon
Spring 2024,2024-06-22,0.0,PRIDE - Drag Makeup with Tom Catt | 6/22 | 3pm-4pm | Spring 2024,North Babylon
SAA 2024,2024-07-22,1041.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session Two: July 22 - August 2,Dix Hills
Spring 2024,2024-06-22,0.0,PRIDE - Friendship Bracelet Workshop-B with Robert Stenzel | 6/22 | 5pm-6:30pm | Spring 2024,North Babylon
Summer 2024,2024-07-06,247.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 7/6-8/24 | Summer 2024,
Spring 2024,2024-06-29,105.0,Under the Sea Watercolor Workshop with Lorraine Rimmelin | Saturday 6/29 | 10am-2pm | Spring 2024,Commack
Spring 2024,2024-05-23,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm |  5/23-6/27 | Spring 2024,Central Islip
Summer 2024,2024-07-02,237.0,Open Studio Long Poses with Donna Harlow Moraff | Tue 1pm-4pm | 7/2-8/20 | Summer 2024,Central Islip
Summer 2024,2024-07-13,0.0,Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 | 1-3pm| Summer 2024,Greenlawn
Summer 2024,2024-07-13,0.0,Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 | 1-3pm| Summer 2024,Greenlawn
SAA 2024,2024-07-22,586.0,"SAA - Young Artists Ages 6-8, Session 3 ""Robot Galaxy"", 7/22-7/26",West Islip
SAA 2024,2024-07-22,586.0,"SAA - Young Artists Ages 9-10, Session 3 ""Robot Galaxy"", 7/22-7/26",West Islip
Summer 2024,2024-07-02,237.0,Open Studio Long Poses with Donna Harlow Moraff | Tue 1pm-4pm | 7/2-8/20 | Summer 2024,Holbrook
Summer 2024,2024-07-11,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm | 7/11-8/22 | Summer 2024,
Summer 2024,2024-07-11,206.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 7/11-8/22 | Summer 2024,
SAA 2024,2024-07-30,1100.0,Summer Pre-College Portfolio Development Program | Session 2: 7/30-8/9,Dix hills
Summer 2024,2024-07-11,225.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 7/11-7/25 | Summer 2024,Long Beach
Summer 2024,2024-07-05,515.0,Art of the Forest: Painting Trees with Shain Bard | Fri 10am-1pm | 7/5-8/23 | Summer 2024,Wantagh
Spring 2024,2024-06-28,0.0,Alternative Meditation - Mandala Memory Tree with Brittany Colasanto | Friday 6/28 | 11am - 2pm | Spring 2024,Quevedo
Summer 2024,2024-07-05,586.0,Intermediate Wheel Throwing with Jesus Antoshka | Fridays 10am-1pm | 7/5-8/23 | Summer 2024,Huntington
Summer 2024,2024-07-11,113.0,Wheel Throwing for Teens with Ruth Lowenberg | Thursdays 3:30pm-5:00pm | 7/11-7/25 | Summer 2024,Greenlawn
Spring 2024,2024-06-26,0.0,Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel | 6/26 | 7pm-9pm | Spring 2024,Oyster Bay
Summer 2024,2024-07-09,440.0,Advanced Silversmithing with Marla Mencher | Tuesdays 1-5pm | 7/9-7-23 | Summer 2024,Westhampton Beach
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,Westhampton Beach
Summer 2024,2024-07-11,113.0,Wheel Throwing for Teens with Ruth Lowenberg | Thursdays 3:30pm-5:00pm | 7/11-7/25 | Summer 2024,East Northport
Spring 2024,2024-06-22,0.0,PRIDE - Drag Makeup with Tom Catt | 6/22 | 3pm-4pm | Spring 2024,West Hempstead
Spring 2024,2024-06-22,0.0,PRIDE - Drop-in Community Art Workshop | 6/22 | 2pm-8pm | Spring 2024,Ozone Park
Spring 2024,2024-06-22,0.0,PRIDE - Sea of Visibility CONTEXT 2 CONTENT Workshop with Anu Annam | 6/22 | 4pm-6pm | Spring 2024,Ozone Park
Spring 2024,2024-06-22,0.0,PRIDE - Sea of Visibility CONTEXT 2 CONTENT Workshop with Anu Annam | 6/22 | 4pm-6pm | Spring 2024,Ozone Park
Spring 2024,2024-06-22,0.0,PRIDE - Friendship Bracelet Workshop-B with Robert Stenzel | 6/22 | 5pm-6:30pm | Spring 2024,Ozone Park
Spring 2024,2024-06-22,0.0,PRIDE - Sea of Visibility CONTEXT 2 CONTENT Workshop with Anu Annam | 6/22 | 4pm-6pm | Spring 2024,West Hempstead
Spring 2024,2024-06-22,0.0,PRIDE - Friendship Bracelet Workshop-B with Robert Stenzel | 6/22 | 5pm-6:30pm | Spring 2024,West Hempstead
Spring 2024,2024-06-22,0.0,PRIDE - Drag Makeup with Tom Catt | 6/22 | 3pm-4pm | Spring 2024,Ozone Park
Spring 2024,2024-06-15,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/15 | Spring 2024,greenlawn
Spring 2024,2024-06-22,0.0,PRIDE - Friendship Bracelet Workshop-A with Robert Stenzel | 6/22 | 2:30pm-4pm | Spring 2024,Middle Island
Summer 2024,2024-07-12,105.0,Handmade Stamps and Cardmaking Workshop with Anna Laimo | Friday 7/12 & 7/19 11am-2pm| Summer 2024,Middle Island
Summer 2024,2024-07-05,515.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 7/5-8/23 | Summer 2024,Glen Head
Summer 2024,2024-07-13,0.0,Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 | 1-3pm| Summer 2024,Seaford
Summer 2024,2024-07-11,225.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 7/11-7/25 | Summer 2024,Muttontown
SAA 2024,2024-07-30,1100.0,Summer Pre-College Portfolio Development Program | Session 2: 7/30-8/9,East Islip
Summer 2024,2024-07-02,323.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 7/2-8/20 | Summer 2024,Old Bethpage
Spring 2024,2024-06-30,160.0,Raku Firing Workshop with Jeff Gomez | Sunday 6/30 8:30am-5:00pm | Spring 2024,East Northport
Summer 2024,2024-07-02,536.0,Handbuilding - Plan to Technique with Laura Peters | Tues 10am-1pm | 7/2-8/20 | Summer 2024,COLD SPRING HARBOR
Summer 2024,2024-07-11,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 7/11-8/22 | Summer 2024,North Bellmore
Summer 2024,2024-07-05,515.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 7/5-8/23 | Summer 2024,Levittown
SAA 2024,2024-07-15,586.0,"SAA - Young Artists Ages 9-10, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",West Islip
SAA 2024,2024-07-22,586.0,"SAA - Young Artists Ages 9-10, Session 3 ""Robot Galaxy"", 7/22-7/26",West Islip
SAA 2024,2024-07-30,1100.0,Summer Pre-College Portfolio Development Program | Session 2: 7/30-8/9,Dix Hills
Spring 2024,2024-06-22,0.0,PRIDE - Drag Makeup with Tom Catt | 6/22 | 3pm-4pm | Spring 2024,Huntington
Spring 2024,2024-06-15,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/15 | Spring 2024,NY
Spring 2024,2024-06-15,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/15 | Spring 2024,South Salem
Spring 2024,2024-06-28,0.0,Alternative Meditation - Mandala Memory Tree with Brittany Colasanto | Friday 6/28 | 11am - 2pm | Spring 2024,Babylon
Summer 2024,2024-07-02,536.0,Handbuilding - Plan to Technique with Laura Peters | Tues 10am-1pm | 7/2-8/20 | Summer 2024,Huntington
Summer 2024,2024-07-06,536.0,Atelier Drawing and Painting with Bill Graf | Saturdays 9:30am-12:30pm | 7/6-8/24 | Summer 2024,Syosset
Summer 2024,2024-07-06,247.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 7/6-8/24 | Summer 2024,Commack
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,Huntington
Summer 2024,2024-07-11,225.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 7/11-7/25 | Summer 2024,Huntington
SAA 2024,2024-08-13,550.0,Summer Pre-College Portfolio Development Program | Session 3: 8/13-8/16,Dix Hills
SAA 2024,2024-07-08,1041.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session One: July 8-19,Northport
SAA 2024,2024-07-22,1041.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session Two: July 22 - August 2,Northport
Spring 2024,2024-06-26,0.0,Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel | 6/26 | 7pm-9pm | Spring 2024,dix hills
Spring 2024,2024-06-22,0.0,PRIDE - Watercolor Workshop-A with Michael Lombardi | 6/22 | 2:30pm-4pm | Spring 2024,Dix Hills
Summer 2024,2024-07-11,225.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 7/11-7/25 | Summer 2024,Greenlawn
Summer 2024,2024-07-11,225.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 7/11-7/25 | Summer 2024,Mount Sinai
Summer 2024,2024-07-06,183.0,Book and Brush Painting with Rachel Woelfel | Ages 5-7 | Saturdays 11:30am-12:30pm | 7/6-8/24 | Summer 2024,Dix Hills
Summer 2024,2024-07-06,183.0,Book and Brush Painting with Rachel Woelfel | Ages 5-7 | Saturdays 11:30am-12:30pm | 7/6-8/24 | Summer 2024,Dix Hills
Summer 2024,2024-07-11,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm | 7/11-8/22 | Summer 2024,North Babylon
Summer 2024,2024-07-06,586.0,Intermediate Wheel Throwing with Jesus Antoshka | Saturdays 9:30am-12:30pm | 7/6-8/24 | Summer 2024,Melville
Summer 2024,2024-07-11,225.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 7/11-7/25 | Summer 2024,Huntington
Summer 2024,2024-07-06,586.0,Intermediate Wheel Throwing with Jesus Antoshka | Saturdays 9:30am-12:30pm | 7/6-8/24 | Summer 2024,Northport
Summer 2024,2024-07-11,225.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 7/11-7/25 | Summer 2024,Long Beach
Summer 2024,2024-07-02,323.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 7/2-8/20 | Spring 2024,Dix Hills
Summer 2024,2024-07-13,0.0,Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 | 1-3pm| Summer 2024,Ronkonkoma
Summer 2024,2024-07-25,345.0,The Painters Path with David Peikon | Thursday 1:30-4:30pm | 7/25-8/22 | Summer 2024,South Huntington
Summer 2024,2024-07-13,0.0,Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 | 1-3pm| Summer 2024,Ronkonkoma
Spring 2024,2024-06-22,0.0,PRIDE - Drag Makeup with Tom Catt | 6/22 | 3pm-4pm | Spring 2024,West Babylon
Spring 2024,2024-06-22,0.0,PRIDE - Watercolor Workshop-B with Michael Lombardi | 6/22 | 5pm-6:30pm | Spring 2024,West Babylon
SAA 2024,2024-07-16,1100.0,Summer Pre-College Portfolio Development Program | Session 1: 7/16-7/26,West Islip
Summer 2024,2024-07-13,0.0,Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 | 1-3pm| Summer 2024,Smithtown
Spring 2024,2024-06-30,160.0,Raku Firing Workshop with Jeff Gomez | Sunday 6/30 8:30am-5:00pm | Spring 2024,Mount Sinai
Summer 2024,2024-07-02,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Tues 6-9 pm | 7/2-8/20 | Summer 2024,Huntington
Summer 2024,2024-07-05,515.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 7/5-8/23 | Summer 2024,Huntington
Summer 2024,2024-07-11,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 7/11-8/22 | Summer 2024,Cold Spring Harbor
SAA 2024,2024-07-08,1041.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session One: July 8-19,Smithtown
SAA 2024,2024-07-22,1041.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session Two: July 22 - August 2,Smithtown
SAA 2024,2024-07-08,1041.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session One: July 8-19,Smithtown
SAA 2024,2024-07-22,1041.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session Two: July 22 - August 2,Smithtown
Summer 2024,2024-07-11,430.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 7/11-8/22 | Summer 2024,Merrick
Summer 2024,2024-07-11,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm | 7/11-8/22 | Summer 2024,East Meadow
Spring 2024,2024-06-22,0.0,PRIDE - Drop-in Community Art Workshop | 6/22 | 2pm-8pm | Spring 2024,Bay Shore
Spring 2024,2024-06-22,0.0,PRIDE - Drop-in Community Art Workshop | 6/22 | 2pm-8pm | Spring 2024,Bay Shore
Spring 2024,2024-06-22,0.0,PRIDE - Sea of Visibility CONTEXT 2 CONTENT Workshop with Anu Annam | 6/22 | 4pm-6pm | Spring 2024,Bay Shore
Spring 2024,2024-06-22,0.0,PRIDE - Sea of Visibility CONTEXT 2 CONTENT Workshop with Anu Annam | 6/22 | 4pm-6pm | Spring 2024,Bay Shore
Summer 2024,2024-07-02,323.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 7/2-8/20 | Summer 2024,Huntington
Summer 2024,2024-07-02,323.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 7/2-8/20 | Summer 2024,Huntington
Summer 2024,2024-07-11,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 7/11-8/22 | Summer 2024,West Babylon
Summer 2024,2024-07-05,515.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 7/5-8/23 | Summer 2024,NEW YORK
Summer 2024,2024-07-11,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 7/11-8/22 | Summer 2024,Huntington
Summer 2024,2024-07-09,440.0,Advanced Silversmithing with Marla Mencher | Tuesdays 1-5pm | 7/9-7-23 | Summer 2024,Huntington
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,Huntington
Summer 2024,2024-07-03,237.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 7/3-8/21 | Summer 2024,Centerport
Summer 2024,2024-07-03,237.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 7/3-8/21 | Summer 2024,East Northport
Summer 2024,2024-07-03,237.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 7/3-8/21 | Summer 2024,Oak Beach
Summer 2024,2024-07-03,237.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 7/3-8/21 | Summer 2024,Oak Beach
Summer 2024,2024-07-09,440.0,Advanced Silversmithing with Marla Mencher | Tuesdays 1-5pm | 7/9-7-23 | Summer 2024,Centerport
Summer 2024,2024-07-25,345.0,The Painters Path with David Peikon | Thursday 1:30-4:30pm | 7/25-8/22 | Summer 2024,Quevedo
Spring 2024,2024-06-29,105.0,Under the Sea Watercolor Workshop with Lorraine Rimmelin | Saturday 6/29 | 10am-2pm | Spring 2024,
Summer 2024,2024-07-11,430.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 7/11-8/22 | Summer 2024,Nesconset
Summer 2024,2024-07-05,515.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 7/5-8/23 | Summer 2024,Huntington
Summer 2024,2024-07-02,323.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 7/2-8/20 | Summer 2024,Babylon
Summer 2024,2024-07-02,323.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 7/2-8/20 | Summer 2024,Babylon
Summer 2024,2024-07-11,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 7/11-8/22 | Summer 2024,Nesconset
Spring 2024,2024-06-29,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/29 | Spring 2024,Nesconset
Summer 2024,2024-07-03,536.0,Advanced Wheel Throwing with Sophie Yoon | Wednesdays 6pm-9pm | 7/3-8/21 | Summer 2024,Melville
SAA 2024,2024-07-16,1100.0,Summer Pre-College Portfolio Development Program | Session 1: 7/16-7/26,Port Washington
Summer 2024,2024-07-03,536.0,Advanced Wheel Throwing with Sophie Yoon | Wednesdays 9:30am - 12:30pm | 7/3-8/21 | Summer 2024,
Summer 2024,2024-07-11,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm | 7/11-8/22 | Summer 2024,Hauppauge
Spring 2024,2024-06-22,0.0,PRIDE - Friendship Bracelet Workshop-A with Robert Stenzel | 6/22 | 2:30pm-4pm | Spring 2024,Northport
Spring 2024,2024-06-22,0.0,PRIDE - Friendship Bracelet Workshop-A with Robert Stenzel | 6/22 | 2:30pm-4pm | Spring 2024,Northport
Spring 2024,2024-06-22,0.0,PRIDE - Watercolor Workshop-B with Michael Lombardi | 6/22 | 5pm-6:30pm | Spring 2024,Dix Hills
Spring 2024,2024-06-22,0.0,PRIDE - Friendship Bracelet Workshop-B with Robert Stenzel | 6/22 | 5pm-6:30pm | Spring 2024,Ronkonkoma
Spring 2024,2024-06-22,0.0,PRIDE - Watercolor Workshop-A with Michael Lombardi | 6/22 | 2:30pm-4pm | Spring 2024,Hauppauge
Spring 2024,2024-06-22,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/22 | Spring 2024,Northport
Summer 2024,2024-07-05,515.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 7/5-8/23 | Summer 2024,Northport
Spring 2024,2024-06-22,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/22 | Spring 2024,Greenlawn
Summer 2024,2024-07-11,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 7/11-8/22 | Summer 2024,West Babylon
Spring 2024,2024-06-22,0.0,PRIDE - Watercolor Workshop-B with Michael Lombardi | 6/22 | 5pm-6:30pm | Spring 2024,Centerport
Spring 2024,2024-06-22,0.0,PRIDE - Drop-in Community Art Workshop | 6/22 | 2pm-8pm | Spring 2024,Centerport
Spring 2024,2024-06-22,0.0,PRIDE - Drop-in Community Art Workshop | 6/22 | 2pm-8pm | Spring 2024,New Hyde park
Spring 2024,2024-06-22,0.0,PRIDE - Drop-in Community Art Workshop | 6/22 | 2pm-8pm | Spring 2024,New Hyde park
Spring 2024,2024-06-22,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/22 | Spring 2024,Melville
Spring 2024,2024-06-22,0.0,PRIDE - Friendship Bracelet Workshop-A with Robert Stenzel | 6/22 | 2:30pm-4pm | Spring 2024,Ronkonkoma
Spring 2024,2024-06-22,0.0,PRIDE - Friendship Bracelet Workshop-A with Robert Stenzel | 6/22 | 2:30pm-4pm | Spring 2024,Ronkonkoma
Spring 2024,2024-06-26,0.0,Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel | 6/26 | 7pm-9pm | Spring 2024,Ronkonkoma
Spring 2024,2024-06-26,0.0,Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel | 6/26 | 7pm-9pm | Spring 2024,Ronkonkoma
Spring 2024,2024-06-22,0.0,PRIDE - Drag Makeup with Tom Catt | 6/22 | 3pm-4pm | Spring 2024,North babylon
Spring 2024,2024-06-22,0.0,PRIDE - Watercolor Workshop-B with Michael Lombardi | 6/22 | 5pm-6:30pm | Spring 2024,North babylon
Summer 2024,2024-07-11,206.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 7/11-8/22 | Summer 2024,Amityville
Spring 2024,2024-06-22,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/22 | Spring 2024,East Northport
Spring 2024,2024-06-22,0.0,PRIDE - Watercolor Workshop-A with Michael Lombardi | 6/22 | 2:30pm-4pm | Spring 2024,Medford
Spring 2024,2024-06-22,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/22 | Spring 2024,Lindenhurst
Summer 2024,2024-07-06,536.0,Atelier Drawing and Painting with Bill Graf | Saturdays 9:30am-12:30pm | 7/6-8/24 | Summer 2024,Miller place
Spring 2024,2024-06-22,0.0,PRIDE - Sea of Visibility CONTEXT 2 CONTENT Workshop with Anu Annam | 6/22 | 4pm-6pm | Spring 2024,Northport
Summer 2024,2024-07-03,237.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 7/3-8/21 | Summer 2024,Kings Park
Summer 2024,2024-07-11,206.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 7/11-8/22 | Summer 2024,Kings Park
Spring 2024,2024-06-26,0.0,Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel | 6/26 | 7pm-9pm | Spring 2024,West Babylon
Summer 2024,2024-07-13,0.0,Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 | 1-3pm| Summer 2024,Commack
Summer 2024,2024-07-02,323.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 7/2-8/20 | Spring 2024,Huntington Station
SAA 2024,2024-07-15,586.0,"SAA - Young Artists Ages 9-10, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",West Islip
Spring 2024,2024-06-26,0.0,Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel | 6/26 | 7pm-9pm | Spring 2024,North babylon
Spring 2024,2024-06-28,0.0,Alternative Meditation - Mandala Memory Tree with Brittany Colasanto | Friday 6/28 | 11am - 2pm | Spring 2024,East Northport
Spring 2024,2024-06-28,0.0,Alternative Meditation - Mandala Memory Tree with Brittany Colasanto | Friday 6/28 | 11am - 2pm | Spring 2024,Northport
Summer 2024,2024-07-02,323.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 7/2-8/20 | Summer 2024,West islip
Summer 2024,2024-07-02,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Tues 6-9 pm | 7/2-8/20 | Summer 2024,Northport
Summer 2024,2024-07-11,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 7/11-8/22 | Summer 2024,South Salem
Summer 2024,2024-07-02,323.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 7/2-8/20 | Summer 2024,Huntington Station
Summer 2024,2024-07-02,323.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 7/2-8/20 | Spring 2024,Deer Park
Summer 2024,2024-07-02,323.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 7/2-8/20 | Summer 2024,Smithtown
